row	col	x	y	ground_height	water_level	flags	texture	ground_index	ground_tile	texture_variant	cliff	cliff_index	cliff_tile	layer_height
14	52	3584.0	-5888.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
14	53	3712.0	-5888.0	0.0	0.0	9	41	9	Alvd	2	2	2		0
14	54	3840.0	-5888.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
14	55	3968.0	-5888.0	0.0	0.0	9	44	12		2	2	2		0
14	56	4096.0	-5888.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
14	57	4224.0	-5888.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
14	58	4352.0	-5888.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
14	59	4480.0	-5888.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
14	60	4608.0	-5888.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
14	61	4736.0	-5888.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
14	62	4864.0	-5888.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
14	63	4992.0	-5888.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
14	64	5120.0	-5888.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
14	65	5248.0	-5888.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
14	66	5376.0	-5888.0	0.0	0.0	9	12	12		0	2	2		0
14	67	5504.0	-5888.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
14	68	5632.0	-5888.0	0.0	0.0	9	76	12		4	2	2		0
14	69	5760.0	-5888.0	0.0	0.0	9	44	12		2	2	2		0
14	70	5888.0	-5888.0	0.0	0.0	9	76	12		4	2	2		0
14	71	6016.0	-5888.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
14	72	6144.0	-5888.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
14	73	6272.0	-5888.0	0.0	0.0	9	76	12		4	2	2		0
14	74	6400.0	-5888.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
14	75	6528.0	-5888.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
14	76	6656.0	-5888.0	0.0	0.0	9	44	12		2	2	2		0
14	77	6784.0	-5888.0	0.0	0.0	9	76	12		4	2	2		0
14	78	6912.0	-5888.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
14	79	7040.0	-5888.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
14	80	7168.0	-5888.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
14	81	7296.0	-5888.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
14	82	7424.0	-5888.0	0.0	0.0	7	80	0	Zdrt	5	2	2		0
14	83	7552.0	-5888.0	0.0	0.0	7	40	8	Ybtl	2	2	2		0
14	84	7680.0	-5888.0	0.0	0.0	4	80	0	Zdrt	5	3	3		0
14	85	7808.0	-5888.0	0.0	0.0	4	64	0	Zdrt	4	3	3		0
14	86	7936.0	-5888.0	0.0	0.0	4	49	1	Zdtr	3	3	3		0
14	87	8064.0	-5888.0	0.0	0.0	4	81	1	Zdtr	5	3	3		0
14	88	8192.0	-5888.0	0.0	0.0	4	12	12		0	3	3		0
15	0	-3072.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	1	-2944.0	-5760.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
15	2	-2816.0	-5760.0	0.0	0.0	9	9	9	Alvd	0	2	2		0
15	3	-2688.0	-5760.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
15	4	-2560.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	5	-2432.0	-5760.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
15	6	-2304.0	-5760.0	0.0	0.0	9	14	14		0	2	2		0
15	7	-2176.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	8	-2048.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	9	-1920.0	-5760.0	0.0	0.0	9	70	6	Zgrs	4	2	2		0
15	10	-1792.0	-5760.0	0.0	0.0	9	74	10		4	2	2		0
15	11	-1664.0	-5760.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
15	12	-1536.0	-5760.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
15	13	-1408.0	-5760.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
15	14	-1280.0	-5760.0	0.0	0.0	9	76	12		4	2	2		0
15	15	-1152.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	16	-1024.0	-5760.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
15	17	-896.0	-5760.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
15	18	-768.0	-5760.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
15	19	-640.0	-5760.0	0.0	0.0	0	76	12		4	2	2		0
15	20	-512.0	-5760.0	0.0	0.0	0	49	1	Zdtr	3	2	2		0
15	21	-384.0	-5760.0	0.0	0.0	0	49	1	Zdtr	3	2	2		0
15	22	-256.0	-5760.0	0.0	0.0	0	4	4	Zsan	0	2	2		0
15	23	-128.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	24	0.0	-5760.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
15	25	128.0	-5760.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
15	26	256.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	27	384.0	-5760.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
15	28	512.0	-5760.0	0.0	0.0	9	12	12		0	2	2		0
15	29	640.0	-5760.0	0.0	0.0	9	45	13		2	2	2		0
15	30	768.0	-5760.0	0.0	0.0	9	9	9	Alvd	0	2	2		0
15	31	896.0	-5760.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
15	32	1024.0	-5760.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
15	33	1152.0	-5760.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
15	34	1280.0	-5760.0	0.0	0.0	9	46	14		2	2	2		0
15	35	1408.0	-5760.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
15	36	1536.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	37	1664.0	-5760.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
15	38	1792.0	-5760.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
15	39	1920.0	-5760.0	0.0	0.0	9	67	3	Zbks	4	2	2		0
15	40	2048.0	-5760.0	0.0	0.0	9	38	6	Zgrs	2	2	2		0
15	41	2176.0	-5760.0	0.0	0.0	9	69	5	Zbkl	4	2	2		0
15	42	2304.0	-5760.0	0.0	0.0	9	44	12		2	2	2		0
15	43	2432.0	-5760.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
15	44	2560.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	45	2688.0	-5760.0	0.0	0.0	9	12	12		0	2	2		0
15	46	2816.0	-5760.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
15	47	2944.0	-5760.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
15	48	3072.0	-5760.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
15	49	3200.0	-5760.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
15	50	3328.0	-5760.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
15	51	3456.0	-5760.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
15	52	3584.0	-5760.0	0.0	0.0	9	44	12		2	2	2		0
15	53	3712.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	54	3840.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	55	3968.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	56	4096.0	-5760.0	0.0	0.0	9	76	12		4	2	2		0
15	57	4224.0	-5760.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
15	58	4352.0	-5760.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
15	59	4480.0	-5760.0	0.0	0.0	9	77	13		4	2	2		0
15	60	4608.0	-5760.0	0.0	0.0	9	12	12		0	2	2		0
15	61	4736.0	-5760.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
15	62	4864.0	-5760.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
15	63	4992.0	-5760.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
15	64	5120.0	-5760.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
15	65	5248.0	-5760.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
15	66	5376.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	67	5504.0	-5760.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
15	68	5632.0	-5760.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
15	69	5760.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	70	5888.0	-5760.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
15	71	6016.0	-5760.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
15	72	6144.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	73	6272.0	-5760.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
15	74	6400.0	-5760.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
15	75	6528.0	-5760.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
15	76	6656.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	77	6784.0	-5760.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
15	78	6912.0	-5760.0	0.0	0.0	9	76	12		4	2	2		0
15	79	7040.0	-5760.0	0.0	0.0	9	38	6	Zgrs	2	2	2		0
15	80	7168.0	-5760.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
15	81	7296.0	-5760.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
15	82	7424.0	-5760.0	0.0	0.0	7	40	8	Ybtl	2	2	2		0
15	83	7552.0	-5760.0	0.0	0.0	7	33	1	Zdtr	2	2	2		0
15	84	7680.0	-5760.0	0.0	0.0	4	44	12		2	3	3		0
15	85	7808.0	-5760.0	0.0	0.0	4	32	0	Zdrt	2	3	3		0
15	86	7936.0	-5760.0	0.0	0.0	4	48	0	Zdrt	3	3	3		0
15	87	8064.0	-5760.0	0.0	0.0	4	4	4	Zsan	0	3	3		0
15	88	8192.0	-5760.0	0.0	0.0	4	8	8	Ybtl	0	3	3		0
16	0	-3072.0	-5632.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
16	1	-2944.0	-5632.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
16	2	-2816.0	-5632.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
16	3	-2688.0	-5632.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
16	4	-2560.0	-5632.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
16	5	-2432.0	-5632.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
16	6	-2304.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	7	-2176.0	-5632.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
16	8	-2048.0	-5632.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
16	9	-1920.0	-5632.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
16	10	-1792.0	-5632.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
16	11	-1664.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	12	-1536.0	-5632.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
16	13	-1408.0	-5632.0	0.0	0.0	9	44	12		2	2	2		0
16	14	-1280.0	-5632.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
16	15	-1152.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	16	-1024.0	-5632.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
16	17	-896.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	18	-768.0	-5632.0	0.0	0.0	9	44	12		2	2	2		0
16	19	-640.0	-5632.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
16	20	-512.0	-5632.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
16	21	-384.0	-5632.0	0.0	0.0	9	5	5	Zbkl	0	2	2		0
16	22	-256.0	-5632.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
16	23	-128.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	24	0.0	-5632.0	0.0	0.0	9	76	12		4	2	2		0
16	25	128.0	-5632.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
16	26	256.0	-5632.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
16	27	384.0	-5632.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
16	28	512.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	29	640.0	-5632.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
16	30	768.0	-5632.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
16	31	896.0	-5632.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
16	32	1024.0	-5632.0	0.0	0.0	9	5	5	Zbkl	0	2	2		0
16	33	1152.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	34	1280.0	-5632.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
16	35	1408.0	-5632.0	0.0	0.0	9	5	5	Zbkl	0	2	2		0
16	36	1536.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	37	1664.0	-5632.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
16	38	1792.0	-5632.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
16	39	1920.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	40	2048.0	-5632.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
16	41	2176.0	-5632.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
16	42	2304.0	-5632.0	0.0	0.0	9	44	12		2	2	2		0
16	43	2432.0	-5632.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
16	44	2560.0	-5632.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
16	45	2688.0	-5632.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
16	46	2816.0	-5632.0	0.0	0.0	9	76	12		4	2	2		0
16	47	2944.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	48	3072.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	49	3200.0	-5632.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
16	50	3328.0	-5632.0	0.0	0.0	9	44	12		2	2	2		0
16	51	3456.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	52	3584.0	-5632.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
16	53	3712.0	-5632.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
16	54	3840.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	55	3968.0	-5632.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
16	56	4096.0	-5632.0	0.0	0.0	9	6	6	Zgrs	0	2	2		0
16	57	4224.0	-5632.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
16	58	4352.0	-5632.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
16	59	4480.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	60	4608.0	-5632.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
16	61	4736.0	-5632.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
16	62	4864.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	63	4992.0	-5632.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
16	64	5120.0	-5632.0	0.0	0.0	9	14	14		0	2	2		0
16	65	5248.0	-5632.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
16	66	5376.0	-5632.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
16	67	5504.0	-5632.0	0.0	0.0	9	41	9	Alvd	2	2	2		0
16	68	5632.0	-5632.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
16	69	5760.0	-5632.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
16	70	5888.0	-5632.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
16	71	6016.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	72	6144.0	-5632.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
16	73	6272.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	74	6400.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	75	6528.0	-5632.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
16	76	6656.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	77	6784.0	-5632.0	0.0	0.0	9	12	12		0	2	2		0
16	78	6912.0	-5632.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
16	79	7040.0	-5632.0	0.0	0.0	9	76	12		4	2	2		0
16	80	7168.0	-5632.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
16	81	7296.0	-5632.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
16	82	7424.0	-5632.0	0.0	0.0	7	49	1	Zdtr	3	2	2		0
16	83	7552.0	-5632.0	0.0	0.0	7	8	8	Ybtl	0	2	2		0
16	84	7680.0	-5632.0	0.0	0.0	4	80	0	Zdrt	5	3	3		0
16	85	7808.0	-5632.0	0.0	0.0	4	44	12		2	3	3		0
16	86	7936.0	-5632.0	0.0	0.0	4	44	12		2	3	3		0
16	87	8064.0	-5632.0	0.0	0.0	4	0	0	Zdrt	0	3	3		0
16	88	8192.0	-5632.0	0.0	0.0	4	16	0	Zdrt	1	3	3		0
17	0	-3072.0	-5504.0	0.0	0.0	9	49	1	Zdtr	3	242	2		15
17	1	-2944.0	-5504.0	0.0	0.0	9	73	9	Alvd	4	242	2		15
17	2	-2816.0	-5504.0	0.0	0.0	9	13	13		0	242	2		15
17	3	-2688.0	-5504.0	0.0	0.0	9	69	5	Zbkl	4	242	2		15
17	4	-2560.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	242	2		15
17	5	-2432.0	-5504.0	0.0	0.0	9	44	12		2	242	2		15
17	6	-2304.0	-5504.0	0.0	0.0	9	64	0	Zdrt	4	242	2		15
17	7	-2176.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	242	2		15
17	8	-2048.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	242	2		15
17	9	-1920.0	-5504.0	0.0	0.0	9	32	0	Zdrt	2	242	2		15
17	10	-1792.0	-5504.0	0.0	0.0	9	64	0	Zdrt	4	242	2		15
17	11	-1664.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	242	2		15
17	12	-1536.0	-5504.0	0.0	0.0	9	68	4	Zsan	4	242	2		15
17	13	-1408.0	-5504.0	0.0	0.0	9	48	0	Zdrt	3	242	2		15
17	14	-1280.0	-5504.0	0.0	0.0	9	12	12		0	242	2		15
17	15	-1152.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	242	2		15
17	16	-1024.0	-5504.0	0.0	0.0	9	44	12		2	242	2		15
17	17	-896.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	242	2		15
17	18	-768.0	-5504.0	0.0	0.0	9	0	0	Zdrt	0	242	2		15
17	19	-640.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	20	-512.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	21	-384.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	22	-256.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	23	-128.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	24	0.0	-5504.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
17	25	128.0	-5504.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
17	26	256.0	-5504.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
17	27	384.0	-5504.0	0.0	0.0	9	42	10		2	2	2		0
17	28	512.0	-5504.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
17	29	640.0	-5504.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
17	30	768.0	-5504.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
17	31	896.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
17	32	1024.0	-5504.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
17	33	1152.0	-5504.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
17	34	1280.0	-5504.0	0.0	0.0	9	48	0	Zdrt	3	2	2		0
17	35	1408.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	36	1536.0	-5504.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
17	37	1664.0	-5504.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
17	38	1792.0	-5504.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
17	39	1920.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	40	2048.0	-5504.0	0.0	0.0	9	76	12		4	2	2		0
17	41	2176.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	42	2304.0	-5504.0	0.0	0.0	9	40	8	Ybtl	2	2	2		0
17	43	2432.0	-5504.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
17	44	2560.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
17	45	2688.0	-5504.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
17	46	2816.0	-5504.0	0.0	0.0	9	7	7	Zvin	0	2	2		0
17	47	2944.0	-5504.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
17	48	3072.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	49	3200.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
17	50	3328.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
17	51	3456.0	-5504.0	0.0	0.0	9	32	0	Zdrt	2	2	2		0
17	52	3584.0	-5504.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
17	53	3712.0	-5504.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
17	54	3840.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
17	55	3968.0	-5504.0	0.0	0.0	9	76	12		4	2	2		0
17	56	4096.0	-5504.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
17	57	4224.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
17	58	4352.0	-5504.0	0.0	0.0	9	44	12		2	2	2		0
17	59	4480.0	-5504.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
17	60	4608.0	-5504.0	0.0	0.0	9	36	4	Zsan	2	2	2		0
17	61	4736.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
17	62	4864.0	-5504.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
17	63	4992.0	-5504.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
17	64	5120.0	-5504.0	0.0	0.0	9	44	12		2	2	2		0
17	65	5248.0	-5504.0	0.0	0.0	9	73	9	Alvd	4	2	2		0
17	66	5376.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	67	5504.0	-5504.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
17	68	5632.0	-5504.0	0.0	0.0	9	72	8	Ybtl	4	2	2		0
17	69	5760.0	-5504.0	0.0	0.0	9	44	12		2	2	2		0
17	70	5888.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
17	71	6016.0	-5504.0	0.0	0.0	9	0	0	Zdrt	0	2	2		0
17	72	6144.0	-5504.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
17	73	6272.0	-5504.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
17	74	6400.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	75	6528.0	-5504.0	0.0	0.0	9	81	1	Zdtr	5	2	2		0
17	76	6656.0	-5504.0	0.0	0.0	9	49	1	Zdtr	3	2	2		0
17	77	6784.0	-5504.0	0.0	0.0	9	12	12		0	2	2		0
17	78	6912.0	-5504.0	0.0	0.0	9	12	12		0	2	2		0
17	79	7040.0	-5504.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
17	80	7168.0	-5504.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
17	81	7296.0	-5504.0	0.0	0.0	9	8	8	Ybtl	0	2	2		0
17	82	7424.0	-5504.0	0.0	0.0	9	68	4	Zsan	4	2	2		0
17	83	7552.0	-5504.0	0.0	0.0	7	80	0	Zdrt	5	2	2		0
17	84	7680.0	-5504.0	0.0	0.0	4	32	0	Zdrt	2	2	2		0
17	85	7808.0	-5504.0	0.0	0.0	4	81	1	Zdtr	5	3	3		0
17	86	7936.0	-5504.0	0.0	0.0	4	32	0	Zdrt	2	3	3		0
17	87	8064.0	-5504.0	0.0	0.0	4	39	7	Zvin	2	3	3		0
17	88	8192.0	-5504.0	0.0	0.0	4	68	4	Zsan	4	3	3		0
18	0	-3072.0	-5376.0	0.0	0.0	9	12	12		0	242	2		15
18	1	-2944.0	-5376.0	0.0	0.0	9	81	1	Zdtr	5	242	2		15
18	2	-2816.0	-5376.0	0.0	0.0	9	13	13		0	242	2		15
18	3	-2688.0	-5376.0	0.0	0.0	9	17	1	Zdtr	1	242	2		15
18	4	-2560.0	-5376.0	0.0	0.0	9	32	0	Zdrt	2	242	2		15
18	5	-2432.0	-5376.0	0.0	0.0	9	36	4	Zsan	2	242	2		15
18	6	-2304.0	-5376.0	0.0	0.0	9	64	0	Zdrt	4	242	2		15
18	7	-2176.0	-5376.0	0.0	0.0	9	8	8	Ybtl	0	242	2		15
18	8	-2048.0	-5376.0	0.0	0.0	9	64	0	Zdrt	4	242	2		15
18	9	-1920.0	-5376.0	0.0	0.0	9	0	0	Zdrt	0	242	2		15
18	10	-1792.0	-5376.0	0.0	0.0	9	64	0	Zdrt	4	242	2		15
18	11	-1664.0	-5376.0	0.0	0.0	9	12	12		0	242	2		15
18	12	-1536.0	-5376.0	0.0	0.0	9	9	9	Alvd	0	242	2		15
18	13	-1408.0	-5376.0	0.0	0.0	9	80	0	Zdrt	5	242	2		15
18	14	-1280.0	-5376.0	0.0	0.0	9	16	0	Zdrt	1	242	2		15
18	15	-1152.0	-5376.0	0.0	0.0	9	1	1	Zdtr	0	242	2		15
18	16	-1024.0	-5376.0	0.0	0.0	9	13	13		0	242	2		15
18	17	-896.0	-5376.0	0.0	0.0	9	76	12		4	242	2		15
18	18	-768.0	-5376.0	0.0	0.0	9	72	8	Ybtl	4	242	2		15
18	19	-640.0	-5376.0	0.0	0.0	9	17	1	Zdtr	1	2	2		0
18	20	-512.0	-5376.0	0.0	0.0	9	4	4	Zsan	0	2	2		0
18	21	-384.0	-5376.0	0.0	0.0	9	69	5	Zbkl	4	2	2		0
18	22	-256.0	-5376.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
18	23	-128.0	-5376.0	0.0	0.0	9	16	0	Zdrt	1	2	2		0
18	24	0.0	-5376.0	0.0	0.0	9	44	12		2	2	2		0
18	25	128.0	-5376.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
18	26	256.0	-5376.0	0.0	0.0	9	80	0	Zdrt	5	2	2		0
18	27	384.0	-5376.0	0.0	0.0	9	64	0	Zdrt	4	2	2		0
